User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1004015,P00001475,M,36-45,7,C,1,0,15,4.0,16.0,23502
1000035,P00004461,M,26-35,9,B,0,0,15,13.0,11.0,16134
1003153,P00004447,M,26-35,0,B,0,1,5,,9.0,8195
1001956,P00003727,M,26-35,20,B,0,1,17,17.0,17.0,7729
1001586,P00003472,M,26-35,20,B,4+,0,11,12.0,5.0,22633
1003944,P00002829,M,36-45,13,A,4+,1,13,11.0,4.0,23330
1003074,P00002851,F,26-35,13,C,2,0,10,,5.0,3158
1001022,P00002507,M,26-35,9,A,2,0,15,11.0,4.0,21109
1003462,P00003771,M,18-25,18,C,3,0,2,,15.0,16642
1002614,P00002965,F,46-50,15,C,1,1,11,4.0,15.0,15767
1005226,P00004595,M,36-45,8,A,1,1,11,7.0,4.0,11842
1003844,P00000950,M,26-35,19,C,3,1,1,15.0,,8521
1001501,P00004604,M,26-35,15,B,1,0,8,13.0,,5725
1004799,P00002851,F,26-35,19,B,2,1,17,9.0,,11700
1005676,P00000166,M,18-25,7,B,2,0,8,3.0,11.0,21271
1000162,P00003487,F,26-35,6,B,2,0,13,10.0,7.0,14131
1004298,P00002510,F,36-45,10,A,4+,1,5,15.0,,1780
1001982,P00000920,F,26-35,20,C,3,0,6,2.0,9.0,22786
1000996,P00000114,M,26-35,5,B,4+,0,14,4.0,15.0,17779
1004912,P00003505,F,0-17,14,A,3,0,17,,3.0,23308
1003343,P00000992,M,26-35,18,C,0,0,16,7.0,11.0,14730
1004552,P00003840,F,0-17,13,C,3,0,9,,4.0,20360
1003799,P00001259,M,26-35,14,B,3,0,2,14.0,5.0,3084
1001276,P00003427,M,26-35,5,A,2,0,4,12.0,14.0,21400
1001017,P00000515,M,46-50,9,B,2,0,9,16.0,7.0,13741
1000338,P00004805,M,26-35,13,A,0,1,4,,14.0,1923
1000879,P00003197,M,26-35,15,B,4+,0,5,,6.0,18812
1001077,P00004435,M,26-35,12,C,4+,1,6,,,13848
1004888,P00002585,M,36-45,10,A,2,1,1,7.0,,13475
1003994,P00000068,F,18-25,2,B,1,1,13,16.0,14.0,9304
1004860,P00001597,F,36-45,7,C,4+,1,18,,7.0,13640
1000380,P00004479,F,51-55,2,A,1,0,3,15.0,16.0,15706
1000493,P00000019,M,26-35,1,A,1,0,5,6.0,16.0,5311
1005277,P00002731,M,36-45,20,B,3,1,13,12.0,12.0,2994
1002063,P00003522,M,46-50,13,C,3,1,10,,12.0,19179
1003885,P00000573,M,26-35,19,C,0,0,3,14.0,7.0,4196
1000065,P00002259,M,36-45,20,C,3,0,11,14.0,,20525
1002569,P00002903,M,26-35,14,B,3,1,1,5.0,,5510
1005464,P00000651,M,26-35,2,C,2,1,15,10.0,12.0,17753
1005249,P00002588,F,36-45,0,A,1,1,4,14.0,13.0,1363
1002028,P00003263,M,36-45,14,B,1,0,15,9.0,17.0,6724
1002696,P00001339,F,51-55,19,B,0,0,7,,,6897
1001496,P00004997,M,26-35,1,A,0,0,15,12.0,,22120
1005259,P00003635,F,26-35,17,B,1,0,4,,14.0,17331
1005619,P00002828,M,26-35,0,B,1,1,3,2.0,18.0,4984
1000392,P00002218,M,18-25,8,B,1,0,14,10.0,,18845
1005795,P00003540,F,26-35,2,B,1,0,6,3.0,,11932
1004515,P00001038,F,26-35,1,C,1,0,1,5.0,14.0,2286
1004475,P00004384,M,26-35,3,C,1,1,9,5.0,,16981
1005893,P00003979,M,26-35,15,B,3,0,12,2.0,,2268
1003562,P00002962,M,26-35,0,B,2,1,18,,,6708
1002279,P00003227,M,55+,8,B,0,1,3,15.0,5.0,7233
1003100,P00001099,M,36-45,7,A,1,0,3,14.0,15.0,7153
1000201,P00002325,M,18-25,5,C,3,0,14,9.0,,2511
1005960,P00000940,M,46-50,19,A,1,1,4,7.0,,17147
1004876,P00003717,M,36-45,17,A,4+,1,13,18.0,17.0,1066
1003105,P00003415,M,51-55,15,A,3,0,13,12.0,,8841
1004599,P00001449,M,26-35,7,C,1,0,2,16.0,13.0,15794
1002455,P00000571,M,26-35,3,A,2,1,2,8.0,,4942
1003646,P00002905,M,51-55,2,B,3,0,10,,14.0,10428
1005848,P00002506,M,26-35,14,A,1,0,11,9.0,,16035
1000805,P00000918,M,51-55,5,C,1,1,15,12.0,,17376
1002732,P00001875,M,46-50,0,C,2,0,3,,,9540
1005992,P00004929,F,55+,17,B,4+,1,14,3.0,7.0,2533
1002774,P00001679,M,26-35,10,C,1,0,18,,7.0,17674
1001571,P00000616,M,26-35,2,C,1,0,1,12.0,9.0,18221
1005057,P00004502,F,26-35,12,C,1,1,3,15.0,5.0,22511
1005582,P00001750,M,51-55,16,C,2,0,8,14.0,5.0,16820
1002691,P00003826,M,26-35,17,A,3,1,17,9.0,,534
1003841,P00004189,F,26-35,13,B,1,0,1,13.0,,17755
1001029,P00002478,M,26-35,6,C,3,0,6,,4.0,4682
1000503,P00004750,M,26-35,6,B,1,0,17,,17.0,10123
1004494,P00003506,F,18-25,13,C,3,1,1,10.0,,6943
1000871,P00003476,F,26-35,14,B,1,0,13,11.0,,5289
1004489,P00004530,M,46-50,11,B,3,0,12,12.0,12.0,1867
1000207,P00001136,M,18-25,11,B,4+,0,5,12.0,13.0,12930
1005135,P00004001,F,46-50,7,C,3,1,13,17.0,,904
1005978,P00000375,M,36-45,15,B,1,0,8,,11.0,10284
1001485,P00000207,M,36-45,8,A,3,1,12,,16.0,21262
1000864,P00004876,M,36-45,1,C,2,1,9,10.0,,3280
1002791,P00001320,M,26-35,13,C,4+,0,17,4.0,9.0,15044
1000564,P00001142,M,26-35,15,B,1,0,14,,12.0,15274
1005117,P00004628,M,36-45,4,A,3,1,7,5.0,3.0,2411
1004192,P00002691,F,26-35,4,A,1,0,4,,3.0,12677
1006020,P00003256,M,26-35,19,C,1,1,7,,16.0,12532
1001758,P00000090,M,0-17,20,A,0,0,17,11.0,10.0,8820
1001679,P00004109,F,36-45,17,B,1,0,17,14.0,16.0,18869
1003243,P00003021,M,26-35,17,A,1,1,1,2.0,9.0,9880
1004637,P00001858,M,26-35,4,B,1,0,2,13.0,,23626
1001060,P00000805,M,18-25,10,B,0,0,18,12.0,,18128
1005280,P00000945,M,55+,12,A,3,1,9,6.0,11.0,1692
1001723,P00002790,F,26-35,2,C,2,1,5,3.0,17.0,15520
1003315,P00003876,M,36-45,16,B,4+,0,1,18.0,3.0,11900
1003158,P00001611,M,26-35,17,B,2,1,7,18.0,13.0,177
1005916,P00002924,F,36-45,13,B,4+,1,2,,,5758
1002626,P00003883,M,26-35,11,C,2,1,3,16.0,12.0,22034
1002730,P00003222,M,36-45,13,C,0,1,4,5.0,,15999
1001598,P00004392,F,26-35,17,A,2,1,3,,,19177
1003061,P00004736,M,26-35,19,A,3,1,12,12.0,6.0,23436
1002694,P00002388,M,36-45,1,B,2,0,15,2.0,,17822
1004892,P00004724,F,36-45,6,C,4+,1,4,11.0,,19778
1005148,P00000942,M,36-45,14,B,3,0,1,,,21792
1005740,P00004926,M,51-55,9,A,1,0,16,16.0,,11315
1003628,P00002567,M,26-35,14,C,4+,1,6,,,22932
1001364,P00000976,F,51-55,16,B,3,0,17,5.0,14.0,5071
1001982,P00000955,M,18-25,10,B,0,1,5,7.0,11.0,14791
1005451,P00001263,F,36-45,1,A,2,1,13,3.0,,21358
1001664,P00000944,M,26-35,20,A,3,0,12,14.0,8.0,4025
1001530,P00002203,M,26-35,17,B,2,0,1,3.0,,2187
1002039,P00003328,M,26-35,3,A,4+,0,12,14.0,,12863
1005593,P00004275,F,26-35,8,C,0,1,2,16.0,,15785
1003303,P00002260,M,18-25,16,A,3,1,18,,,8970
1002238,P00001829,F,26-35,16,B,4+,0,9,12.0,17.0,13225
1005505,P00001258,M,18-25,16,B,3,1,16,6.0,7.0,8521
1005497,P00000465,M,26-35,15,B,1,0,15,15.0,13.0,2928
1001307,P00003295,M,18-25,19,C,1,0,10,,15.0,15764
1004030,P00001231,M,18-25,7,C,2,0,2,17.0,4.0,10415
1002676,P00002655,M,18-25,14,C,1,0,4,15.0,10.0,2412
1005069,P00000885,M,26-35,0,A,4+,1,18,10.0,13.0,22942
1005865,P00003806,M,46-50,18,A,0,0,18,7.0,,23255
1001283,P00003857,M,51-55,14,A,2,1,14,10.0,12.0,7782
1000710,P00003136,M,18-25,8,B,0,1,8,6.0,3.0,13379
1005576,P00000925,M,36-45,4,B,2,0,5,12.0,6.0,5742
1005531,P00004590,F,36-45,15,C,3,0,5,13.0,,9684
1004745,P00001547,M,26-35,12,B,1,0,8,18.0,,20219
1004414,P00001095,M,36-45,15,C,3,0,11,7.0,7.0,18508
1003749,P00002412,M,26-35,10,B,0,0,7,,,12469
1005354,P00002618,M,26-35,12,B,2,0,13,7.0,5.0,1760
1004780,P00000763,F,26-35,5,B,2,0,17,16.0,9.0,329
1000664,P00002324,M,18-25,19,A,1,1,3,18.0,7.0,22925
1001999,P00004146,M,36-45,16,C,0,0,2,,12.0,18062
1003446,P00002776,M,26-35,4,A,3,1,6,4.0,,22513
1003744,P00004660,M,26-35,16,C,1,0,15,,9.0,20271
1005728,P00004879,M,26-35,0,B,0,1,4,3.0,,380
1001496,P00003156,F,36-45,4,C,3,0,7,10.0,,18999
1003305,P00003971,M,36-45,4,C,1,1,14,10.0,9.0,2555
1003764,P00002041,M,36-45,6,B,3,0,7,8.0,8.0,16473
1005233,P00000584,F,26-35,15,B,2,0,14,17.0,11.0,14114
1001854,P00004332,M,26-35,17,A,1,1,5,7.0,10.0,15410
1005617,P00002104,M,26-35,5,B,0,1,15,10.0,16.0,22477
1004660,P00001943,M,18-25,1,A,2,1,12,14.0,,17252
1001292,P00004456,M,26-35,12,B,0,0,17,3.0,8.0,19570
1003582,P00000110,M,26-35,9,A,0,1,5,15.0,11.0,17029
1003458,P00000192,M,26-35,20,C,3,0,10,6.0,,11543
1001637,P00000904,M,51-55,19,B,2,0,12,12.0,13.0,13413
1003697,P00000862,M,36-45,10,C,1,1,2,16.0,13.0,6151
1003000,P00001084,M,18-25,20,A,2,0,17,7.0,10.0,4346
1003153,P00000650,F,18-25,1,B,2,1,5,7.0,5.0,15569
1000699,P00004135,M,18-25,7,B,2,0,15,17.0,13.0,22417
1002161,P00003612,M,36-45,18,B,2,1,13,,6.0,23245
1004098,P00000637,M,36-45,19,C,4+,1,11,5.0,,13154
1004738,P00001037,F,55+,16,C,1,0,18,6.0,5.0,113
1005686,P00004132,M,26-35,15,A,1,0,9,7.0,15.0,9693
1000855,P00002149,F,46-50,9,C,0,1,16,14.0,,18738
1005856,P00003866,M,26-35,4,C,0,1,15,15.0,10.0,15706
1003475,P00003158,M,46-50,13,C,0,0,4,14.0,,11074
1005758,P00003588,F,36-45,18,B,1,1,12,11.0,,13167
1005250,P00003295,M,36-45,3,C,2,0,13,18.0,,5606
1005173,P00004262,F,26-35,19,C,0,1,9,,,1198
1001708,P00002431,M,36-45,15,A,3,1,15,8.0,,8216
1002778,P00001880,M,26-35,14,B,1,0,18,5.0,3.0,13454
1005792,P00003967,M,18-25,8,A,4+,1,7,,,19688
1001734,P00003714,M,18-25,2,B,2,0,12,,10.0,8722
1005536,P00004127,F,26-35,8,C,3,0,10,17.0,11.0,894
1004932,P00004107,M,26-35,17,C,4+,1,7,11.0,8.0,20450
1003511,P00002012,F,18-25,3,C,4+,0,14,,13.0,11799
1000203,P00003374,M,26-35,18,B,2,0,15,,12.0,8499
1003256,P00002144,F,26-35,3,A,1,1,4,,5.0,15174
1004219,P00002501,M,26-35,8,A,2,0,8,4.0,10.0,2611
1004497,P00004582,M,26-35,0,C,1,0,5,,7.0,679
1000767,P00001290,M,18-25,0,A,1,0,3,14.0,4.0,7235
1004390,P00001448,M,18-25,19,A,1,0,10,9.0,18.0,2930
1002328,P00003200,M,18-25,18,B,1,0,15,,3.0,6269
1002932,P00001944,F,46-50,2,A,1,1,2,,,11280
1000198,P00003184,F,26-35,9,A,0,0,10,,4.0,12397
1001931,P00003217,M,36-45,11,A,1,0,16,,5.0,9925
1003583,P00003137,M,26-35,17,C,1,0,3,,11.0,20578
1000609,P00003319,M,55+,13,A,1,0,7,,,9812
1003273,P00002783,F,26-35,9,C,3,0,15,5.0,,19965
1001148,P00000991,M,18-25,9,A,1,1,12,14.0,14.0,15595
1004283,P00004921,F,18-25,17,C,4+,0,2,13.0,4.0,15283
1003398,P00002154,M,26-35,0,B,0,1,13,16.0,,14979
1002512,P00000226,M,36-45,14,C,4+,0,7,16.0,4.0,195
1001795,P00000777,F,18-25,7,C,1,0,3,11.0,,12176
1000660,P00002838,M,26-35,2,B,4+,0,6,,,3610
1002812,P00000688,M,46-50,17,C,1,0,1,,,21359
1001370,P00000530,M,26-35,8,B,3,1,2,,,5907
1001987,P00003443,F,18-25,15,C,0,1,1,9.0,,714
1005631,P00002154,M,18-25,20,B,2,0,4,,15.0,13229
1000147,P00001295,M,18-25,14,C,1,1,5,10.0,14.0,7304
1003220,P00001527,M,51-55,4,C,3,1,2,8.0,13.0,7477
1002912,P00004775,M,46-50,12,A,2,1,16,9.0,13.0,7123
1001735,P00002897,F,46-50,19,B,4+,0,8,10.0,,11778
1001844,P00003104,F,51-55,6,C,2,0,15,18.0,10.0,14406
1000489,P00002441,M,26-35,15,C,1,0,11,16.0,,8034
1002977,P00004136,F,26-35,6,C,1,0,10,17.0,6.0,8104
1001960,P00003803,M,26-35,15,A,3,1,3,8.0,,10437
1005760,P00000845,M,36-45,12,B,0,1,11,11.0,17.0,22046
1002386,P00000447,M,46-50,16,B,4+,0,17,,,9351
1002920,P00003916,F,26-35,8,A,1,1,10,7.0,9.0,11309
1004737,P00003110,M,26-35,11,B,2,1,17,13.0,,10064
1001803,P00001235,M,51-55,12,B,2,1,14,16.0,17.0,5734
1005535,P00000227,F,18-25,8,A,1,1,1,11.0,,10286
1004062,P00004144,M,46-50,4,B,3,1,9,,,21823
1003370,P00002960,M,18-25,6,A,1,0,15,5.0,,15821
1005731,P00001831,M,26-35,0,C,0,1,4,12.0,12.0,23582
1000263,P00003780,M,26-35,3,B,4+,0,3,6.0,13.0,7148
1005884,P00000187,F,26-35,3,A,1,0,7,14.0,16.0,5757
1000624,P00002878,M,26-35,15,B,3,0,3,11.0,6.0,8813
1001017,P00002536,M,26-35,4,A,2,1,15,,6.0,1022
1003644,P00001933,M,46-50,3,C,3,0,10,8.0,3.0,20688
1004977,P00002925,M,36-45,5,B,0,1,16,12.0,14.0,21409
1002050,P00000849,M,36-45,2,C,2,0,17,5.0,9.0,9496
1005424,P00002033,M,18-25,7,B,1,0,1,5.0,7.0,6585
1003724,P00001253,F,46-50,16,C,2,0,1,6.0,3.0,7924
1004549,P00001882,F,18-25,17,A,4+,0,14,10.0,,11412
1003109,P00000270,M,26-35,17,A,0,0,2,2.0,,9788
1005280,P00001631,F,18-25,11,C,3,0,2,17.0,10.0,21245
1004091,P00004406,M,26-35,0,A,1,0,10,6.0,,6799
1002057,P00003204,M,46-50,11,C,1,1,15,6.0,15.0,5455
1003171,P00001575,M,26-35,10,B,1,0,15,8.0,,12283
1001683,P00002893,M,26-35,12,C,1,1,7,9.0,4.0,1564
1002256,P00001696,F,46-50,2,C,1,0,8,,8.0,14683
1001155,P00003259,F,36-45,7,C,1,0,11,2.0,,2134
1004500,P00003263,M,36-45,2,B,3,1,16,,6.0,3690
1003192,P00001446,M,26-35,16,B,0,1,7,,10.0,23323
1001697,P00000220,M,36-45,12,C,1,0,9,12.0,17.0,22991
1003992,P00000053,M,26-35,9,C,1,0,1,,7.0,8780
1004724,P00001758,F,55+,16,A,3,1,18,17.0,,7467
1004683,P00001667,M,26-35,2,B,0,0,8,,13.0,20321
1001649,P00002786,M,36-45,12,A,4+,0,8,12.0,10.0,1526
1005540,P00000720,F,18-25,5,C,1,0,8,,,15704
1001446,P00000406,M,26-35,13,A,1,1,14,10.0,11.0,1699
1004200,P00002295,M,18-25,9,B,1,1,2,8.0,,18318
1003924,P00000072,M,26-35,19,B,1,0,3,,16.0,15247
1000254,P00002054,F,26-35,15,C,3,0,7,16.0,,13052
1003184,P00001230,M,36-45,17,C,2,0,3,12.0,11.0,9332
1002558,P00001568,F,18-25,12,A,1,0,15,,12.0,16522
1005593,P00003683,F,36-45,9,B,0,0,11,8.0,,19398
1000099,P00002954,M,18-25,5,C,1,0,2,17.0,,6538
1002201,P00004483,M,18-25,9,C,4+,0,18,4.0,4.0,16670
1005981,P00000699,M,36-45,4,C,4+,1,14,17.0,5.0,21541
1002962,P00000827,M,36-45,5,C,1,1,18,9.0,,19315
1006016,P00000349,F,26-35,6,B,2,1,2,11.0,7.0,10701
1004974,P00003909,M,18-25,10,C,4+,0,4,10.0,6.0,4657
1004434,P00000308,F,26-35,15,A,2,1,14,4.0,5.0,768
1003778,P00003417,F,26-35,11,B,4+,1,7,8.0,,5450
1002870,P00002335,M,26-35,11,C,2,0,15,9.0,12.0,19237
1003235,P00004862,M,36-45,19,A,1,0,6,4.0,9.0,5469
1003792,P00004821,F,26-35,4,B,3,1,5,17.0,14.0,4973
1000957,P00002810,M,18-25,15,B,2,1,18,,10.0,20030
1005801,P00003559,F,51-55,5,A,3,1,11,15.0,7.0,4848
1004068,P00004479,F,36-45,8,C,1,1,8,8.0,,281
1000161,P00003478,M,18-25,4,C,2,0,12,5.0,15.0,6245
1005700,P00004621,F,26-35,20,A,1,0,18,7.0,11.0,19725
1004494,P00002687,M,18-25,15,B,1,0,15,8.0,6.0,13681
1001301,P00002986,F,46-50,17,B,3,1,8,13.0,4.0,19407
1004912,P00000276,M,36-45,18,A,2,1,4,8.0,7.0,10388
1003988,P00002548,F,18-25,11,C,2,0,15,2.0,4.0,17929
1001528,P00002765,F,0-17,1,B,4+,0,11,,,23623
1006016,P00000337,M,18-25,9,C,3,0,1,12.0,8.0,16389
1005512,P00001974,M,26-35,11,A,2,0,2,12.0,13.0,1408
1005255,P00002980,F,36-45,13,B,2,1,8,18.0,12.0,14290
1001219,P00004577,M,18-25,17,A,1,0,16,13.0,3.0,8671
1004497,P00003969,M,26-35,18,A,4+,0,1,,4.0,18339
1004736,P00000911,M,26-35,5,C,1,0,3,,,13171
1003105,P00001997,M,26-35,4,A,3,0,18,,12.0,8847
1002736,P00003130,F,26-35,15,A,1,0,16,,7.0,21151
1004556,P00004205,M,26-35,13,C,0,0,13,14.0,14.0,9514
1000955,P00003758,M,36-45,12,B,0,0,4,11.0,,16592
1004566,P00000328,M,55+,20,A,2,1,4,,,6134
1003447,P00001800,M,51-55,1,C,1,1,2,5.0,4.0,13509
1001046,P00000315,M,26-35,1,A,1,1,13,16.0,8.0,11492
1001694,P00003546,M,36-45,11,C,2,1,13,,17.0,5820
1003437,P00001135,M,51-55,0,A,0,1,7,2.0,10.0,12354
1000563,P00002747,M,18-25,18,B,1,1,7,,18.0,4027
1002486,P00004877,F,0-17,15,B,1,0,17,3.0,,2597
1005896,P00001521,M,0-17,6,A,3,0,10,11.0,,3076
1003355,P00000156,F,26-35,20,B,2,0,12,,,840
1000226,P00001725,M,36-45,6,B,4+,0,16,5.0,3.0,16954
1004894,P00003344,M,26-35,15,C,1,1,2,,13.0,18149
1000960,P00000887,M,26-35,5,C,1,1,9,11.0,6.0,12007
1005601,P00003074,M,26-35,17,B,0,0,12,,8.0,20474
1004549,P00002806,F,18-25,0,B,4+,1,17,5.0,9.0,12172
1003068,P00000722,F,26-35,0,B,2,0,16,,10.0,20873
1000816,P00000913,M,0-17,13,C,2,1,5,,,18746
1004755,P00003358,F,18-25,5,B,4+,1,17,,12.0,13723
1004643,P00000871,M,46-50,5,B,1,1,3,5.0,,13615
1005312,P00004109,M,46-50,3,B,1,0,17,16.0,14.0,1059
1003121,P00000498,M,36-45,11,C,3,0,15,,10.0,1659
1000017,P00001757,M,36-45,17,B,3,0,15,,14.0,17164
1001244,P00001118,M,36-45,9,A,3,0,18,10.0,,15777
1002206,P00003410,M,36-45,2,B,3,0,12,,5.0,20257
1002525,P00002829,M,36-45,2,C,2,1,12,18.0,16.0,12653
1001070,P00001648,M,36-45,7,C,4+,0,3,4.0,14.0,5091
1003445,P00002984,M,26-35,0,C,2,0,11,14.0,7.0,15429
1002566,P00000143,F,26-35,17,C,1,0,10,8.0,15.0,18434
1005865,P00002762,F,36-45,14,B,2,0,15,15.0,13.0,4794
1001061,P00003436,M,26-35,20,B,3,1,11,7.0,18.0,23541
1002328,P00004661,M,26-35,19,C,3,0,1,15.0,12.0,13930
1003421,P00002432,M,26-35,16,B,1,1,4,15.0,,4862
1000302,P00004513,M,26-35,10,B,0,0,8,15.0,10.0,10220
1004277,P00001849,M,55+,12,C,1,1,13,,8.0,18551
1000607,P00002697,M,26-35,19,C,4+,0,17,,,12127
1003171,P00001718,M,26-35,9,C,1,1,15,10.0,,10200
1000700,P00003073,M,18-25,12,C,2,0,1,13.0,,8248
1005089,P00001068,M,46-50,16,A,2,1,3,15.0,5.0,9663
1001140,P00002787,M,26-35,20,C,4+,1,17,17.0,,23840
1000191,P00003792,M,36-45,0,A,3,0,4,3.0,,10406
1002301,P00001289,F,46-50,19,C,4+,0,8,17.0,12.0,6608
1000981,P00003872,M,26-35,15,A,2,1,15,,,11252
1002976,P00001807,F,18-25,15,B,4+,0,8,10.0,12.0,18476
1001185,P00001505,M,18-25,20,C,1,1,14,9.0,15.0,15412
1003328,P00003309,M,36-45,2,B,1,1,6,2.0,16.0,3331
1003395,P00002952,M,36-45,1,C,4+,0,15,6.0,3.0,15251
1000128,P00000072,M,18-25,5,A,1,0,9,8.0,,12415
1002066,P00001691,M,18-25,10,A,4+,1,5,11.0,17.0,18997
1001817,P00001345,M,18-25,2,B,1,0,13,,14.0,16159
1005855,P00003304,F,36-45,0,B,1,0,7,12.0,18.0,18345
1000570,P00003114,M,0-17,10,A,1,1,17,13.0,9.0,22429
1005443,P00000883,F,0-17,12,B,2,0,8,2.0,16.0,21812
1001896,P00004235,F,26-35,4,C,0,1,5,7.0,11.0,13848
1002734,P00002663,M,36-45,17,A,0,0,7,5.0,11.0,2413
1003864,P00001505,M,36-45,14,B,4+,0,8,4.0,12.0,17253
1004722,P00002464,M,26-35,17,C,4+,0,7,5.0,11.0,7236
1004015,P00002554,M,36-45,14,B,0,0,12,7.0,18.0,3662
1002902,P00000733,M,26-35,19,B,2,0,6,6.0,,9724
1001687,P00001749,F,55+,19,C,2,1,4,10.0,10.0,10249
1003010,P00003925,M,18-25,19,C,1,1,3,5.0,4.0,10596
1000155,P00000424,M,26-35,6,C,2,1,5,15.0,,1459
1002538,P00003479,M,26-35,16,C,2,0,8,16.0,,17740
1001410,P00001592,F,18-25,7,A,2,0,5,5.0,,7983
1004058,P00004486,F,36-45,12,C,3,1,13,,14.0,8364
1000785,P00004438,M,26-35,15,C,2,0,10,15.0,,13424
1003176,P00004710,M,26-35,9,C,1,0,6,11.0,5.0,5220
1004342,P00000493,F,26-35,13,B,2,0,1,8.0,4.0,9474
1005597,P00000192,F,26-35,5,C,2,0,11,,8.0,5728
1005802,P00000499,M,26-35,19,A,3,0,9,,8.0,8774
1002807,P00004918,M,26-35,6,C,2,1,16,16.0,,2342
1000538,P00001257,M,36-45,5,A,3,1,15,9.0,18.0,8694
1005987,P00001969,M,36-45,16,C,1,0,5,10.0,,6247
1001842,P00004323,M,18-25,20,B,1,1,15,6.0,15.0,864
